1,22:15,ASF,12:49,KZN,10:52:50
2,15:27,ASF,08:14,MRV,22:39:55
3,15:19,CEK,19:55,KZN,08:23:28
4,06:28,CEK,08:45,OVB,17:10:52
5,17:38,DME,20:45,KZN,09:44:20
6,17:44,DME,19:01,NBC,13:14:14
7,21:36,DME,23:16,TGK,19:09:31
8,17:53,DME,21:47,UUA,06:16:49
9,18:16,EGO,22:42,KGD,09:55:25
10,03:39,EGO,18:56,KZN,04:47:04
11,02:45,GYD,18:48,NBC,12:24:15
12,13:07,KGD,05:12,EGO,17:17:52
13,08:45,KZN,23:14,AER,00:53:55
14,05:38,KZN,12:47,ASF,18:24:43
15,10:54,KZN,05:24,CEK,21:21:39
16,21:15,KZN,11:46,DME,05:37:17
17,18:47,KZN,22:29,EGO,07:09:18
18,18:34,KZN,19:37,LED,22:52:40
19,01:27,KZN,06:02,SVX,03:40:04
20,06:00,LED,09:45,KZN,01:59:31
21,01:34,LED,08:47,NBC,09:42:09
22,03:14,LED,06:08,UUA,02:23:46
23,05:10,MRV,10:28,ASF,13:27:07
24,00:04,NBC,07:40,DME,09:19:21
25,09:51,NBC,16:33,GYD,20:21:33
26,09:54,NBC,23:21,LED,23:04:46
27,04:58,NBC,01:33,SVX,03:23:17
28,13:23,NJC,15:49,SVX,13:17:13
29,21:49,NJC,13:13,UUA,18:58:47
30,13:54,NUX,04:58,SVX,08:49:18
31,21:07,OVB,14:10,CEK,22:13:49
32,11:54,OVB,00:14,SVX,15:17:00
33,10:09,SVX,17:56,KZN,11:28:39
34,09:19,SVX,18:36,NBC,19:42:09
35,01:55,SVX,16:20,NJC,01:22:13
36,12:13,SVX,12:32,NUX,19:27:33
37,17:27,SVX,00:27,OVB,22:51:19
38,17:01,TGK,18:51,DME,19:21:30
39,17:44,UUA,10:28,DME,03:08:57
40,10:09,UUA,15:19,LED,20:01:01
41,08:04,UUA,19:50,NJC,05:42:52
42,04:15,BTK,05:08,IKT,18:12:56
43,21:27,BTK,17:35,OVB,05:00:03
44,14:09,CEK,10:35,OVB,06:00:44
45,01:01,HTA,22:31,IKT,05:54:10
46,17:29,IKT,13:48,BTK,02:06:08
47,18:15,IKT,07:47,HTA,15:50:04
48,11:33,IKT,02:34,KCK,19:24:22
49,07:25,IKT,03:03,ODO,20:19:25
50,12:17,IKT,18:42,OVB,13:31:44
51,14:26,IKT,13:12,UKX,06:40:30
52,20:36,IKT,07:04,ULK,12:39:00
53,01:08,IKT,21:04,YKS,03:40:07
54,01:19,KCK,16:58,IKT,20:01:48
55,20:45,MJZ,08:01,OVB,16:06:05
56,13:15,ODO,01:07,IKT,05:02:10
57,14:19,OVB,13:56,BTK,20:16:30
58,19:29,OVB,05:55,CEK,12:04:21
59,04:01,OVB,17:41,IKT,06:46:07
60,17:13,UKX,02:29,IKT,02:36:59
61,12:25,ULK,09:16,IKT,20:46:53
62,14:03,YKS,20:49,IKT,06:45:46
63,05:17,AYP,23:27,LIM,11:03:54
64,22:27,CUZ,13:08,LIM,11:28:36
65,19:35,CUZ,02:35,PEM,14:56:49
66,07:24,HUU,03:27,LIM,23:14:09
67,13:37,IQT,11:40,PCL,17:00:52
68,04:36,IQT,09:29,TPP,05:46:49
69,16:26,LIM,15:32,AYP,15:02:21
70,15:14,LIM,09:30,CUZ,17:24:26
71,14:04,LIM,05:32,HUU,10:18:47
72,21:38,LIM,17:30,PCL,22:45:06
73,04:47,LIM,04:40,TPP,20:37:54
74,01:30,PCL,00:18,IQT,15:04:46
75,09:24,PCL,06:56,LIM,20:56:06
76,05:38,PCL,02:57,TPP,09:18:17
77,06:29,PEM,05:08,CUZ,02:13:35
78,13:38,TPP,04:56,IQT,18:21:33
79,17:52,TPP,02:54,LIM,11:54:43
80,19:22,TPP,13:27,PCL,17:18:24
81,02:35,ABJ,03:32,BOY,08:31:46
82,23:46,ABJ,00:06,OUA,18:58:00
83,15:33,ACC,00:27,OUA,12:48:27
84,23:14,BKO,13:14,ABJ,01:23:14
85,06:16,BKO,01:38,DKR,13:29:16
86,09:14,BKO,09:01,OUA,15:36:51
87,12:13,BOY,06:09,ABJ,13:24:07
88,17:12,BOY,21:57,OUA,21:47:21
89,13:46,COO,13:10,LFW,06:26:39
90,08:43,COO,10:39,OUA,17:36:59
91,10:38,DKR,21:01,BKO,19:46:50
92,21:14,DKR,16:20,OUA,01:14:32
93,22:47,LFW,14:56,OUA,13:40:33
94,09:56,NIM,23:23,OUA,10:23:59
95,08:02,OUA,21:48,ABJ,19:21:38
96,15:17,OUA,18:13,ACC,14:06:25
97,21:27,OUA,07:38,BKO,10:20:12
98,13:24,OUA,12:36,BOY,17:38:36
99,23:58,OUA,05:42,COO,09:38:13
100,10:59,OUA,15:38,DKR,10:33:25
101,01:28,OUA,04:10,LFW,20:08:42
102,06:01,OUA,19:46,NIM,09:54:31
103,00:19,BOG,01:26,GYE,13:50:45
104,18:45,BOG,01:12,UIO,08:21:10
105,14:43,CLO,19:41,GYE,01:58:37
106,23:31,GYE,11:08,BOG,20:19:19
107,15:12,GYE,19:36,CLO,16:21:53
108,13:35,GYE,23:06,SCY,08:37:08
109,22:40,GYE,05:18,UIO,22:19:02
110,19:01,OCC,23:33,UIO,13:12:39
111,12:21,SCY,20:12,GYE,22:22:44
112,02:09,UIO,13:42,BOG,00:02:53
113,16:34,UIO,19:20,GYE,22:58:45
114,04:18,UIO,04:02,OCC,00:22:05
115,15:21,BDS,04:13,ZRH,12:26:00
116,08:12,BOD,09:46,ZRH,09:36:46
117,03:39,BRS,16:24,ZRH,19:42:26
118,17:37,GVA,02:00,LPA,13:46:00
119,09:37,LCA,13:16,ZRH,13:45:48
120,07:18,LPA,12:46,ZRH,13:05:50
121,16:56,RMF,10:13,ZRH,16:17:15
122,09:13,TFS,15:21,GVA,02:46:07
123,05:22,ZRH,16:39,BDS,09:23:44
124,14:50,ZRH,13:08,BOD,02:32:39
125,19:26,ZRH,20:11,BRS,04:53:59
126,12:15,ZRH,22:15,LCA,10:22:47
127,03:55,ZRH,03:11,LPA,11:00:59
128,06:00,ZRH,03:54,RMF,15:40:04
129,07:21,AJR,01:03,LYC,21:46:07
130,03:41,ARN,20:53,GEV,20:53:29
131,21:07,ARN,04:32,HAD,14:00:02
132,15:16,ARN,01:46,JKG,04:37:00
133,11:45,ARN,15:12,KRF,02:14:17
134,14:33,ARN,04:19,KSD,23:34:33
135,13:27,ARN,05:00,LYC,06:32:56
136,14:17,ARN,18:11,MHQ,16:43:25
137,17:44,ARN,07:43,OER,03:11:03
138,19:46,ARN,07:10,POR,12:19:15
139,07:09,ARN,00:05,TRF,01:24:31
140,14:27,ARN,21:31,VBY,03:43:02
141,04:09,ARN,00:42,VHM,12:39:50
142,23:07,ARN,22:42,VXO,23:56:51
143,08:37,GEV,07:16,ARN,20:12:21
144,02:15,GEV,18:48,KRF,11:33:22
145,16:27,HAD,17:42,ARN,16:18:19
146,00:37,HAD,00:44,JKG,10:33:15
147,21:27,HAD,16:57,VXO,19:41:51
148,16:15,HMV,17:52,VHM,00:10:32
149,21:25,JKG,11:19,ARN,13:24:24
150,10:41,JKG,22:36,HAD,08:28:18
151,11:25,KOK,01:36,POR,10:30:14
152,11:30,KRF,15:39,ARN,07:45:43
153,11:44,KRF,08:43,GEV,07:31:08
154,11:58,KSD,12:35,ARN,07:54:42
155,19:48,LYC,07:43,AJR,04:30:32
156,03:44,LYC,17:40,ARN,06:15:24
157,23:49,MHQ,14:29,ARN,13:52:43
158,13:27,MHQ,03:31,TKU,06:09:24
159,11:38,OER,09:25,ARN,20:45:09
160,17:57,OSL,12:18,VXO,06:57:35
161,13:17,POR,04:14,ARN,02:10:41
162,09:49,POR,02:34,KOK,09:19:44
163,03:45,TKU,19:37,MHQ,05:31:53
164,16:44,TRF,00:40,ARN,05:46:52
165,17:40,VBY,20:28,ARN,14:42:50
166,10:52,VHM,10:17,ARN,16:52:58
167,08:34,VHM,08:53,HMV,01:36:28
168,03:22,VXO,12:25,ARN,18:46:47
169,19:20,VXO,01:40,OSL,22:11:48
170,23:48,ADQ,06:25,AOS,16:22:46
171,11:50,ADQ,10:13,KKB,20:24:09
172,16:24,ADQ,12:44,KLN,01:07:46
173,02:11,ADQ,01:44,KOZ,04:48:13
174,06:50,ADQ,11:52,OLH,21:23:00
175,17:23,AOS,05:45,KZB,05:08:04
176,12:38,KKB,13:12,SYB,23:35:55
177,03:03,KLN,05:40,KYK,21:53:14
178,04:50,KOZ,03:25,ORI,23:42:17
179,22:47,SYB,16:12,KPR,09:12:25
180,12:55,BSO,16:08,MNL,00:39:39
181,00:17,BXU,05:25,MNL,16:53:28
182,08:36,CBO,08:01,MNL,10:17:18
183,08:30,CGY,20:36,MNL,19:08:54
184,10:48,CRM,08:13,MNL,10:15:21
185,05:14,DGT,21:44,MNL,23:33:12
186,22:53,DWC,04:36,MNL,19:37:43
187,11:34,GES,09:12,MNL,07:32:52
188,12:32,KLO,08:16,MNL,01:37:40
189,04:21,LGP,22:08,MNL,21:37:10
190,21:44,MNL,22:28,BSO,01:59:40
191,12:49,MNL,23:54,BXU,04:19:01
192,20:12,MNL,01:45,CBO,04:43:17
193,07:47,MNL,02:52,CGY,15:46:04
194,22:37,MNL,16:40,CRM,12:25:32
195,11:17,MNL,08:16,DGT,14:28:35
196,12:19,MNL,02:32,DWC,02:52:20
197,02:08,MNL,17:34,GES,00:53:29
198,03:02,MNL,23:29,KLO,07:05:37
199,05:24,MNL,04:48,LGP,14:25:15
200,12:43,MNL,07:42,MPH,15:17:36
201,22:34,MNL,10:57,OZC,22:44:13
202,10:13,MNL,04:23,PPS,00:42:32
203,05:06,MNL,12:35,RXS,10:34:46
204,18:03,MNL,23:34,SUG,05:36:09
205,01:36,MNL,01:33,TUG,18:45:41
206,22:22,MNL,13:51,ZAM,02:42:03
207,10:07,MPH,04:19,MNL,23:19:23
208,23:15,OZC,09:01,MNL,02:23:20
209,15:59,PPS,03:10,MNL,22:24:29
210,00:24,RXS,04:52,MNL,10:14:04
211,06:23,SUG,14:39,MNL,03:24:11
212,00:40,TUG,14:44,MNL,23:12:57
213,21:05,ZAM,22:32,MNL,20:20:20
214,12:19,AUX,14:14,PMW,16:30:49
215,16:43,BRA,08:15,BSB,10:10:43
216,06:28,BRA,16:22,SSA,13:36:42
217,18:08,BSB,23:03,BRA,16:38:21
218,08:57,BSB,02:42,OPS,04:15:17
219,21:31,BSB,10:18,RAO,21:28:41
220,07:06,CAC,22:44,GRU,11:26:53
221,04:13,CGB,21:27,GYN,22:13:09
222,03:12,CGB,21:15,OPS,23:43:18
223,12:16,CGR,15:37,DOU,06:49:59
224,06:35,DOU,04:37,CGR,12:06:03
225,02:41,DOU,01:09,GRU,13:47:44
226,00:32,GIG,15:09,RAO,15:33:46
227,06:44,GRU,20:56,CAC,13:08:13
228,15:01,GRU,04:45,DOU,12:35:30
229,11:21,GRU,08:27,RAO,13:02:27
230,06:00,GRU,11:52,UBA,09:19:20
231,23:10,GRU,10:32,UDI,12:21:51
232,16:31,GRU,00:51,VDC,20:10:07
233,04:00,GYN,08:05,CGB,03:32:14
